Dataset;Mean;Gain;Miss;Soft;PPCA;DAE;Mean+BI;Gain+BI;Miss+BI;Soft+BI;PPCA+BI;DAE+BI
real_50\50-Train-jad_analcatdata_reviewer.csv;0.0009999275207519531;21.547001361846924;14.344481229782104;1.9199965000152588;1.3369977474212646;2.8779990673065186;0.0009999275207519531;21.547001361846924;14.344481229782104;1.9199965000152588;1.3369977474212646;2.8779990673065186
real_50\50-Train-jad_anneal.csv;0.00400090217590332;34.309003591537476;118.6921238899231;1.1640002727508545;4.7220025062561035;7.896998405456543;0.006001710891723633;34.311004400253296;118.69412469863892;1.1660010814666748;4.724003314971924;7.898999214172363
real_50\50-Train-jad_audiology.csv;0.0070037841796875;58.3890163898468;207.8591091632843;0.984999418258667;5.958002090454102;3.9749948978424072;0.007999897003173828;58.39001250267029;207.8601052761078;0.9859955310821533;5.958998203277588;3.9759910106658936
real_50\50-Train-jad_autoHorse.csv;0.0019996166229248047;31.4830002784729;78.36241292953491;0.963001012802124;1.6820018291473389;2.476999282836914;0.0019996166229248047;31.4830002784729;78.36241292953491;0.963001012802124;1.6820018291473389;2.476999282836914
real_50\50-Train-jad_braziltourism.csv;0.0010001659393310547;19.822001934051514;27.37510085105896;0.8880002498626709;0.8180012702941895;3.016000270843506;0.0010001659393310547;19.822001934051514;27.37510085105896;0.8880002498626709;0.8180012702941895;3.016000270843506
real_50\50-Train-jad_bridges.csv;0.0019998550415039062;20.44861340522766;40.39528250694275;0.9879963397979736;0.8570020198822021;0.8359997272491455;0.002999544143676758;20.449613094329834;40.39628219604492;0.9889960289001465;0.858001708984375;0.8369994163513184
real_50\50-Train-jad_cjs.csv;0.006000518798828125;35.6499969959259;134.4735918045044;3.799999952316284;10.170007944107056;31.621000289916992;0.01000070571899414;35.65399718284607;134.47759199142456;3.80400013923645;10.174008131027222;31.625000476837158
real_50\50-Train-jad_colic.csv;0.003000020980834961;27.87600302696228;86.36497044563293;1.1970007419586182;1.102001667022705;3.3050010204315186;0.003996372222900391;27.876999378204346;86.365966796875;1.1979970932006836;1.1029980182647705;3.305997371673584
real_50\50-Train-jad_colleges_aaup.csv;0.0019998550415039062;22.337000846862793;50.97019362449646;1.04799485206604;2.0340001583099365;11.360996007919312;0.003999233245849609;22.33900022506714;50.972193002700806;1.0499942302703857;2.0359995365142822;11.362995386123657
real_50\50-Train-jad_cylinder-bands.csv;0.0019998550415039062;37.93600130081177;142.5159637928009;4.812997579574585;11.565999984741211;18.12200093269348;0.003000020980834961;37.9370014667511;142.51696395874023;4.813997745513916;11.567000150680542;18.123001098632812
real_50\50-Train-jad_dresses-sales.csv;0.0010001659393310547;20.623003482818604;44.47312521934509;0.94700026512146;1.1569995880126953;6.889001369476318;0.0010001659393310547;20.623003482818604;44.47312521934509;0.94700026512146;1.1569995880126953;6.889001369476318
real_50\50-Train-jad_eucalyptus.csv;0.002000093460083008;26.915999174118042;62.422125577926636;1.699998140335083;1.8279969692230225;7.973997116088867;0.002999544143676758;26.916998624801636;62.42312502861023;1.7009975910186768;1.8289964199066162;7.974996566772461
real_50\50-Train-jad_hepatitis.csv;0.0019998550415039062;26.86299991607666;66.80728244781494;0.9470000267028809;1.2780005931854248;1.614999532699585;0.0019998550415039062;26.86299991607666;66.80728244781494;0.9470000267028809;1.2780005931854248;1.614999532699585
real_50\50-Train-jad_hungarian.csv;0.0009996891021728516;21.381001472473145;46.487295627593994;0.8980021476745605;0.9860000610351562;2.332000494003296;0.0019981861114501953;21.381999969482422;46.48829412460327;0.8990006446838379;0.9869985580444336;2.3329989910125732
real_50\50-Train-jad_kdd_el_nino-small.csv;0.0009989738464355469;21.108999252319336;27.400883197784424;1.0140025615692139;0.8630008697509766;5.821995973587036;0.0009989738464355469;21.108999252319336;27.400883197784424;1.0140025615692139;0.8630008697509766;5.821995973587036
real_50\50-Train-jad_mushroom.csv;0.015999794006347656;30.864655256271362;88.87490391731262;1.5189995765686035;13.04599905014038;119.85801291465759;0.024999618530273438;30.873655080795288;88.88390374183655;1.5279994010925293;13.054998874664307;119.86701273918152
real_50\50-Train-jad_pbcseq.csv;0.0029993057250976562;23.646029233932495;61.916210889816284;1.222005844116211;1.3909978866577148;13.809997320175171;0.004999876022338867;23.648029804229736;61.918211460113525;1.2240064144134521;1.392998456954956;13.811997890472412
real_50\50-Train-jad_primary-tumor.csv;0.0019998550415039062;24.089001417160034;53.76361680030823;0.9369981288909912;1.2300000190734863;2.9309985637664795;0.002998828887939453;24.09000039100647;53.76461577415466;0.9379971027374268;1.2309989929199219;2.931997537612915
real_50\50-Train-jad_profb.csv;0.0009987354278564453;20.56038188934326;28.04561686515808;0.922997236251831;0.9810028076171875;7.432997703552246;0.0019989013671875;20.561382055282593;28.046617031097412;0.9239974021911621;0.9820029735565186;7.433997869491577
real_50\50-Train-jad_schizo.csv;0.0009999275207519531;22.420005083084106;53.987547397613525;0.9299986362457275;0.8870000839233398;2.3579976558685303;0.0009999275207519531;22.420005083084106;53.987547397613525;0.9299986362457275;0.8870000839233398;2.3579976558685303
real_50\50-Train-jad_sick.csv;0.009000301361083984;33.72700381278992;112.87678408622742;1.083003044128418;12.41999864578247;34.353997468948364;0.013000011444091797;33.731003522872925;112.88078379631042;1.0870027542114258;12.423998355865479;34.35799717903137
real_50\50-Train-jad_soybean.csv;0.004000186920166016;38.626001834869385;144.41558384895325;0.9740006923675537;3.503000020980835;8.950001239776611;0.005000591278076172;38.627002239227295;144.41658425331116;0.9750010967254639;3.504000425338745;8.951001644134521
real_50\50-Train-jad_stress.csv;0.0010001659393310547;21.535999298095703;40.42031145095825;1.002995491027832;0.9509999752044678;1.8879985809326172;0.0020008087158203125;21.536999940872192;40.42131209373474;1.0039961338043213;0.952000617980957;1.8889992237091064
real_50\50-Train-jad_vote.csv;0.0019998550415039062;23.167003870010376;66.31258726119995;0.948000431060791;1.1589970588684082;3.6549999713897705;0.0019998550415039062;23.167003870010376;66.31258726119995;0.948000431060791;1.1589970588684082;3.6549999713897705
real_50\50-Train-jad_water-treatment.csv;0.0019986629486083984;38.2140007019043;133.06135249137878;0.9300010204315186;2.2790441513061523;4.450998783111572;0.0029985904693603516;38.21500062942505;133.06235241889954;0.9310009479522705;2.2800440788269043;4.451998710632324
